source_project,generated_at_utc,child_schema,child_table,child_column,parent_schema,parent_table,parent_column,constraint_name,child_tenant_scope,authenticated_insert_privilege,authenticated_update_privilege,authenticated_delete_privilege,anon_insert_privilege,anon_update_privilege,anon_delete_privilege,rls_enabled,effective_policy_names,policy_business_predicate,trigger_names,trigger_mentions_child_and_business,composite_same_business_fk,exploitability_rank,exploitability_reason,same_business_assessment,recommended_remediation
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_subscription_document_events_v156","document_id","public","platform_subscription_documents_v156","id","platform_subscription_document_events_v156_document_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","platform_subscription_document_events_v156_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_subscription_document_files_v156","document_id","public","platform_subscription_documents_v156","id","platform_subscription_document_files_v156_document_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","platform_subscription_document_files_v156_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_subscription_documents_v156","original_document_id","public","platform_subscription_documents_v156","id","platform_subscription_documents_v156_original_document_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","platform_subscription_documents_v156_guard","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_subscription_documents_v156","provider_invoice_id","public","billing_provider_invoices","provider_invoice_id","platform_subscription_documents_v156_provider_invoice_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","platform_subscription_documents_v156_guard","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","platform_subscription_revenue_months_v200","period_id","public","platform_subscription_revenue_periods_v200","id","platform_subscription_revenue_months_v200_period_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","points_batches","client_id","public","clients","id","points_batches_client_id_fkey","direct:business_id","t","t","t","f","f","f","t","batches_select:SELECT;points_batches_sa_read:SELECT","t","trg_points_batches_config_version;trg_points_batches_fence_v480;trg_referral_batch_provenance_v480","t","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","points_batches","programme_id","public","business_programmes","id","points_batches_programme_fk","direct:business_id","t","t","t","f","f","f","t","batches_select:SELECT;points_batches_sa_read:SELECT","t","trg_points_batches_config_version;trg_points_batches_fence_v480;trg_referral_batch_provenance_v480","t","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","points_batches","sale_id","public","sales","id","points_batches_sale_id_fkey","direct:business_id","t","t","t","f","f","f","t","batches_select:SELECT;points_batches_sa_read:SELECT","t","trg_points_batches_config_version;trg_points_batches_fence_v480;trg_referral_batch_provenance_v480","t","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","points_ledger","programme_id","public","business_programmes","id","points_ledger_programme_fk","direct:business_id","f","f","f","f","f","f","t","points_ledger_sa_read:SELECT;points_select:SELECT","t","trg_audit_points;trg_points_ledger_append_only;trg_points_ledger_config_version;trg_points_ledger_fence_v480;trg_points_ledger_signal_v479;trg_points_ledger_write_guard;trg_referral_ledger_provenance_v480","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","programme_pot_migrations","from_programme_id","public","business_programmes","id","programme_pot_migrations_from_programme_id_fkey","direct:business_id","f","f","f","f","f","f","t","programme_pot_migrations_read:SELECT;programme_pot_migrations_sa_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","programme_pot_migrations","to_programme_id","public","business_programmes","id","programme_pot_migrations_to_programme_id_fkey","direct:business_id","f","f","f","f","f","f","t","programme_pot_migrations_read:SELECT;programme_pot_migrations_sa_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","programme_stamp_conversions_v384","points_programme_id","public","business_programmes","id","programme_stamp_conversions_v384_points_programme_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","programme_stamp_conversions_v384","stamps_programme_id","public","business_programmes","id","programme_stamp_conversions_v384_stamps_programme_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_alert_runs_v122","promotion_id","public","business_customer_content_v95","id","promotion_alert_runs_v122_promotion_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_branch_scopes_v154","branch_id","public","branches","id","promotion_branch_scopes_v154_branch_id_fkey","direct:business_id","f","f","f","f","f","f","t","promotion_branch_scopes_v154_staff_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_branch_scopes_v154","promotion_id","public","business_customer_content_v95","id","promotion_branch_scopes_v154_promotion_id_fkey","direct:business_id","f","f","f","f","f","f","t","promotion_branch_scopes_v154_staff_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_branch_scopes_v155","branch_id","public","branches","id","promotion_branch_scopes_v155_branch_id_fkey","direct:business_id","f","f","f","f","f","f","t","promotion_branch_scopes_v155_staff_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_branch_scopes_v155","promotion_id","public","business_customer_content_v95","id","promotion_branch_scopes_v155_promotion_id_fkey","direct:business_id","f","f","f","f","f","f","t","promotion_branch_scopes_v155_staff_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_redemption_intents_v290","promotion_id","public","business_customer_content_v95","id","promotion_redemption_intents_v290_promotion_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_redemptions_v290","intent_id","public","promotion_redemption_intents_v290","id","promotion_redemptions_v290_intent_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","promotion_redemptions_v290","promotion_id","public","business_customer_content_v95","id","promotion_redemptions_v290_promotion_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","referral_grants_v420","client_id","public","clients","id","referral_grants_v420_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","referral_grants_v420_staff_read:SELECT","t","trg_referral_grant_provenance_v480;trg_referral_grant_signal_v494;trg_referral_grants_fence_v480","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","referral_grants_v420","referral_id","public","referrals","id","referral_grants_v420_referral_id_fkey","direct:business_id","f","f","f","f","f","f","t","referral_grants_v420_staff_read:SELECT","t","trg_referral_grant_provenance_v480;trg_referral_grant_signal_v494;trg_referral_grants_fence_v480","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","referrals","referred_client_id","public","clients","id","referrals_referred_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","referrals_sa_read:SELECT;referrals_v41_read:SELECT","t","trg_audit_refs","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","referrals","referrer_client_id","public","clients","id","referrals_referrer_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","referrals_sa_read:SELECT;referrals_v41_read:SELECT","t","trg_audit_refs","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","retention_sends_v551","client_id","public","clients","id","retention_sends_v551_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","retention_sends_v551_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","retention_sends_v551","grant_id","public","bringback_grants_v361","id","retention_sends_v551_grant_id_fkey","direct:business_id","f","f","f","f","f","f","t","retention_sends_v551_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","reward_grants","client_id","public","clients","id","reward_grants_client_id_fkey","direct:business_id","t","t","t","f","f","f","t","grants_select:SELECT;grants_update:UPDATE;reward_grants_sa_read:SELECT","t","trg_audit_grants;trg_reward_grant_signal_v494;trg_reward_grants_config_version;trg_snapshot_reward_grant_taxonomy;trg_z_reward_grant_snapshot_guard","t","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","sale_loyalty_reversal_evidence_v480","operation_id","app","sale_loyalty_reversal_operations_v480","id","sale_loyalty_reversal_evidence_v480_operation_id_fkey","direct:business_id","f","f","f","f","f","f","t","sale_loyalty_reversal_evidence_owner_v480:SELECT","t","trg_sale_loyalty_evidence_immutable_v480","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","sale_loyalty_reversal_evidence_v480","referral_id","public","referrals","id","sale_loyalty_reversal_evidence_v480_referral_id_fkey","direct:business_id","f","f","f","f","f","f","t","sale_loyalty_reversal_evidence_owner_v480:SELECT","t","trg_sale_loyalty_evidence_immutable_v480","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","sales","appointment_id","public","appointments","id","sales_appointment_id_fkey","direct:business_id","t","f","f","t","f","f","t","sales_branch_visibility:SELECT;sales_insert:INSERT;sales_sa_read:SELECT;sales_select:SELECT;sales_v94_branch_module_select:SELECT","t","capture_growth_outcome_v108;sales_adoption_v100;trg_cart_line_stock_stamp;trg_ps1b_emit_sale_completed;trg_sale_commission_snapshot;trg_sale_policy_snapshot;trg_sale_recorded;trg_sale_reversal_insert_guard;trg_sale_stock_deduct;trg_sales_branch_module_v94;trg_sales_config_version;trg_sales_default_branch;trg_sales_immutable_guard;trg_sales_reversal_bounds;trg_sales_signal_v494;trg_v489_stamp_rollover","t","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","sales","client_id","public","clients","id","sales_client_id_fkey","direct:business_id","t","f","f","t","f","f","t","sales_branch_visibility:SELECT;sales_insert:INSERT;sales_sa_read:SELECT;sales_select:SELECT;sales_v94_branch_module_select:SELECT","t","capture_growth_outcome_v108;sales_adoption_v100;trg_cart_line_stock_stamp;trg_ps1b_emit_sale_completed;trg_sale_commission_snapshot;trg_sale_policy_snapshot;trg_sale_recorded;trg_sale_reversal_insert_guard;trg_sale_stock_deduct;trg_sales_branch_module_v94;trg_sales_config_version;trg_sales_default_branch;trg_sales_immutable_guard;trg_sales_reversal_bounds;trg_sales_signal_v494;trg_v489_stamp_rollover","t","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","sales","product_id","public","products","id","sales_product_id_fkey","direct:business_id","t","f","f","t","f","f","t","sales_branch_visibility:SELECT;sales_insert:INSERT;sales_sa_read:SELECT;sales_select:SELECT;sales_v94_branch_module_select:SELECT","t","capture_growth_outcome_v108;sales_adoption_v100;trg_cart_line_stock_stamp;trg_ps1b_emit_sale_completed;trg_sale_commission_snapshot;trg_sale_policy_snapshot;trg_sale_recorded;trg_sale_reversal_insert_guard;trg_sale_stock_deduct;trg_sales_branch_module_v94;trg_sales_config_version;trg_sales_default_branch;trg_sales_immutable_guard;trg_sales_reversal_bounds;trg_sales_signal_v494;trg_v489_stamp_rollover","t","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","self_serve_business_onboarding_v130","checkout_command_id","public","billing_commands","id","self_serve_business_onboarding_v130_checkout_command_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","self_serve_loyalty_bundle_guard_v132","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","self_serve_business_onboarding_v130","default_branch_id","public","branches","id","self_serve_business_onboarding_v130_default_branch_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","self_serve_loyalty_bundle_guard_v132","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","self_serve_business_onboarding_v130","owner_staff_id","public","staff","id","self_serve_business_onboarding_v130_owner_staff_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","self_serve_loyalty_bundle_guard_v132","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","service_products","product_id","public","products","id","service_products_product_id_fkey","derived:parent.business_id","t","t","t","t","t","t","t","service_products_delete_v572:DELETE;service_products_insert_v572:INSERT;service_products_sa_read:SELECT;service_products_select:SELECT;service_products_update_v572:UPDATE","t","","f","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","service_products","service_id","public","services","id","service_products_service_id_fkey","derived:parent.business_id","t","t","t","t","t","t","t","service_products_delete_v572:DELETE;service_products_insert_v572:INSERT;service_products_sa_read:SELECT;service_products_select:SELECT;service_products_update_v572:UPDATE","t","","f","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","staff_hours","staff_id","public","staff","id","staff_hours_staff_id_fkey","direct:business_id","t","t","t","f","f","f","t","staff_hours_sa_read:SELECT;staff_hours_select:SELECT;staff_hours_write:ALL","t","","f","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","staff_invites","staff_id","public","staff","id","staff_invites_staff_id_fkey","direct:business_id","t","t","t","t","t","t","t","invites_insert:INSERT;invites_select:SELECT;invites_update:UPDATE;staff_invites_sa_read:SELECT","t","","f","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","staff_off_days","staff_id","public","staff","id","staff_off_days_staff_id_fkey","direct:business_id","t","t","t","f","f","f","t","staff_off_days_sa_read:SELECT;staff_off_days_select:SELECT;staff_off_days_write:ALL","t","trg_staff_off_days_audit","f","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","staff_recurring_off_days","staff_id","public","staff","id","staff_recurring_off_days_staff_id_fkey","direct:business_id","t","t","t","t","t","t","t","staff_recurring_off_days_sa_read:SELECT;staff_recurring_off_days_select:SELECT;staff_recurring_off_days_write:ALL","t","","f","false","MEDIUM-CONDITIONAL","Authenticated browser DML exists; the simple FK does not bind the referenced parent row to the child tenant. Owner/module RLS reduces exposure but does not provide database-level referential proof.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
